customer_no,total_enq_amt_x,total_enq_amt_y
1732,2986000,15
1733,119000,4
1734,11342400,14
1735,7794100,10
1736,294000,4
1737,2986500,13
1738,2727000,11
1739,120000,4
1740,7364000,50
1741,1409000,16
1742,27084008,37
1743,0,0
1744,207000,8
1745,2644150,22
1746,4153000,37
1747,1722938,7
1748,17118075,19
1749,411000,5
1750,9599201,34
1751,1676000,18
1752,122000,6
1753,9443000,10
1754,5996000,26
1755,61000,3
1756,100000,1
1757,253300,7
1758,231000,7
1759,1442000,16
1760,1740026,31
1761,258700,6
1762,3988900,32
1763,2716200,24
1764,231000,8
1765,8288000,25
1766,5280741,25
1767,17083549,33
1768,612000,10
1769,21382000,19
1770,499000,6
1771,927500,7
1772,323000,10
1773,165000,4
1774,5381000,20
1775,425400,11
1776,2030300,19
1777,1852990,11
1778,1261000,4
1779,4355000,15
1780,1601001,12
1781,1381640,12
1782,2509451,32
1783,220095002,46
1784,698000,15
1785,1792970,16
1786,692002,19
1787,1903001,13
1788,1465006,18
1789,3714000,20
1790,6891000,15
1791,4508000,34
1792,7022701,42
1793,407100,15
1794,1723001,21
1795,103179000,33
1796,361001,10
1797,4282600,80
1798,336000,11
1799,792000,10
1800,201000,3
1801,260100,5
1802,30509200,23
1803,101520036,26
1804,461000,8
1805,1265700,14
1806,1808100,7
1807,1690000,14
1808,266000,10
1809,806000,7
1810,496150,12
1811,1796000,7
1812,670000,8
1813,297000,11
1814,111000,4
1815,472400,12
1816,133000,7
1817,841405,17
1818,6878154,87
1819,470800,13
1820,9936000,21
1821,15647901,36
1822,17600003,76
1823,811500,9
1824,1007000,14
1825,6263941,43
1826,232000,8
1827,175101,6
1828,404500,11
1829,172251,6
1830,1714001,18
1831,5930200,27
1832,661000,7
1833,162000,5
1834,15152822,22
1835,206445102,52
1836,2605500,23
1837,3186380,21
1838,1289652,30
1839,1052000,20
1840,1059000,14
1841,2205200,21
1842,742000,13
1843,1170002,20
1844,9087100,22
1845,477000,5
1846,2881000,5
1847,63000,5
1848,1651488,14
1849,7716102,47
1850,1011003,20
1851,7036100,16
1852,12000,3
1853,1717000,9
1854,791097,12
1855,8938000,13
1856,286010,8
1857,660003,7
1858,111000,4
1859,551000,5
1860,171000,6
1861,23638004,63
1862,1256100,18
1863,10001000,7
1864,4810003,37
1865,1700000,17
1866,1653000,6
1867,199310,5
1868,936100,12
1869,1211000,8
1870,3069000,16
1871,4345503,49
1872,225000,6
1873,3276000,12
1874,109993507,45
1875,1652000,19
1876,3516800,16
1877,1053100,23
1878,35261597,129
1879,1364500,16
1880,493900,13
1881,269500,7
1882,605000,6
1883,245000,9
1884,3230100,20
1885,1530200,13
1886,816000,13
1887,107151003,45
1888,487000,11
1889,307000,6
1890,4107000,15
1891,161000,6
1892,1270000,26
1893,56699,3
1894,1760000,10
1895,82000,6
1896,272000,9
1897,3215000,10
1898,83000,7
1899,27006100,60
1900,322000,9
1901,65000,7
1902,4141328,43
1903,4409000,7
1904,1462150,12
1905,2946500,12
1906,16227001,19
1907,5922000,7
1908,2311000,19
1909,121766191,62
1910,1362000,14
1911,351000,6
1912,741100,4
1913,4237001,20
1914,1462616,12
1915,173500,6
1916,183000,5
1917,1136000,11
1918,332000,12
1919,104506001,54
1920,206801,7
1921,2068608,22
1922,417000,5
1923,370100,7
1924,16920408,128
1925,664200,13
1926,2260101,11
1927,2201800,12
1928,1869251,35
1929,1682500,18
1930,132000,7
1931,6168000,14
1932,26000,3
1933,816000,4
1934,4529152,42
1935,3664000,8
1936,1971500,14
1937,1977000,10
1938,523150,12
1939,639001,10
1940,121000,3
1941,876000,9
1942,14010422,36
1943,3593000,40
1944,9301000,13
1945,815008,17
1946,3352000,10
1947,5093275,27
1948,3888110,31
1949,30000,3
1950,3062003,30
1951,250922500,32
1952,1338100,22
1953,2904300,25
1954,1512189,13
1955,113650,4
1956,6520000,6
1957,1157401,21
1958,3152500,16
1959,4374650,13
1960,203055300,36
1961,9144002,23
1962,2586000,18
1963,721000,9
1964,3060201,31
1965,463000,11
1966,2627000,18
1967,271000,6
1968,100824150,9
1969,2273015,29
1970,2617500,13
1971,884000,20
1972,678000,11
1973,537500,13
1974,2355107,31
1975,1523790,18
1976,811150,14
1977,8281000,66
1978,910100,10
1979,1212000,22
1980,1218925,20
1981,1941000,11
1982,138994105,70
1983,1705002,13
1984,2474000,7
1985,2030500,11
1986,262000,6
1987,5101400,31
1988,3732001,28
1989,1442000,15
1990,312109,6
1991,61000,3
1992,106000,8
1993,1922001,16
1994,6991301,32
1995,2006101,23
1996,642000,15
1997,2429000,26
1998,10311001,35
1999,2638000,15
2000,181700,5
2001,1732000,11
2002,182010,9
2003,2656144,21
2004,1117101,18
2005,1455100,20
2006,2131000,24
2007,2997999,25
2008,69100,3
2009,309046100,42
2010,5537002,36
2011,475849,10
2012,62321011,44
2013,735801,12
2014,143000,7
2015,71000,4
2016,201070250,15
2017,4181001,36
2018,1137000,13
2019,12173001,28
2020,1138493,16
2021,47516000,27
2022,298000,11
2023,1280100,15
2024,1598150,23
2025,1201000,19
2026,689000,8
2027,813000,13
2028,3276200,23
2029,98852879,48
2030,224500,9
2031,1765000,30
2032,4101001,8
2033,4694700,23
2034,625000,11
2035,3057010,16
2036,4699282,17
2037,10635384,7
2038,120180202,57
2039,4292001,18
2040,1078000,14
2041,77500,3
2042,2420501,30
2043,4050001,33
2044,14537000,16
2045,1283600,14
2046,258000,4
2047,3759100,19
2048,4652500,7
2049,3330000,16
2050,5461000,38
2051,406000,9
2052,100682100,17
2053,398000,17
2054,1638000,9
2055,534002,15
2056,690000,18
2057,495000,19
2058,1443500,9
2059,670000,5
2060,4986150,21
2061,438000,14
2062,230000,6
2063,6835007,45
2064,18783000,22
2065,3539000,25
2066,2913000,12
2067,2941001,16
2068,268300,11
2069,100731100,10
2070,602801,18
2071,1858100,25
2072,126000,5
2073,1276000,9
2074,361000,9
2075,1506000,21
2076,41680962,69
2077,542000,12
2078,795400,16
2079,3031499,26
2080,23237001,33
2081,5704856,36
2082,10000,1
2083,951000,6
2084,1056000,13
2085,1941991,50
2086,732000,9
2087,57182211,34
2088,124822900,34
2089,1685000,4
2090,306000,10
2091,1452000,17
2092,1675100,11
2093,851000,8
2094,663000,24
2095,1576100,31
2096,434000,14
2097,503000,11
2098,7018161,41
2099,681000,11
2100,2617900,44
2101,9835000,17
2102,3061000,4
2103,262000,5
2104,781600,21
2105,20788063,55
2106,105156605,84
2107,114596000,32
2108,2683001,22
2109,2269000,20
2110,370000,5
2111,977000,10
2112,6210001,57
2113,8410000,7
2114,102693000,29
2115,2358000,30
2116,608000,17
2117,105476170,36
2118,1238000,15
2119,82000,6
2120,3696000,12
2121,1972001,12
2122,13374810,57
2123,3427261,12
2124,152000,4
2125,105930,4
2126,2930951,31
2127,1368001,15
2128,63000,5
2129,3487000,16
2130,561529,8
2131,996000,5
2132,157000,5
2133,712075912,82
2134,199545,10
2135,3650594,29
2136,349500,13
2137,1799000,6
2138,116000,8
2139,2042000,22
2140,975500,13
2141,1811100,6
2142,4324500,34
2143,201000,5
2144,11767200,47
2145,226003,9
2146,52000,3
2147,4102000,5
2148,4051000,9
2149,2556000,9
2150,13183148,21
2151,411000,6
2152,171000,6
2153,205765100,43
2154,619100,8
2155,101481770,17
2156,121000,5
2157,150000,2
2158,50000,1
2159,3057000,18
2160,3606000,11
2161,2981003,25
2162,1796001,8
2163,3825000,12
2164,664800,9
2165,17903052,75
2166,1954000,23
2167,61000,3
2168,2701100,13
2169,633000,7
2170,112000,5
2171,47540275,59
2172,3571100,17
2173,124007204,34
2174,1201001,6
2175,865113,11
2176,13895152,44
2177,101290141,30
2178,832900,12
2179,95000,4
2180,1237000,18
2181,34684101,42
2182,1721000,13
2183,1860000,7
2184,286000,7
2185,754400,21
2186,1771200,31
2187,202000,5
2188,118000,3
2189,421000,7
2190,202000,6
2191,251000,5
2192,22065331,37
2193,1570100,9
2194,1068000,17
2195,729000,11
2196,5164000,19
2197,1831000,13
2198,836500,11
2199,4154343,35
2200,36000,2
2201,157000,7
2202,2221800,35
2203,51000,2
2204,51000,2
2205,1051000,11
2206,111000,7
2207,1126000,9
2208,151000,3
2209,495001,16
2210,71000,3
2211,825000,6
2212,6012500,24
2213,1740000,10
2214,50000,1
2215,71000,4
2216,2951011,11
2217,947451,11
2218,732001,14
2219,6432886,21
2220,583000,11
2221,645100,11
2222,50000,1
2223,21544500,40
2224,2316000,5
2225,2055000,22
2226,2429000,20
2227,3682500,19
2228,699900,18
2229,3108010,14
2230,2335000,26
2231,2804000,17
2232,2994000,14
2233,6852000,14
2234,1198990,22
2235,5747901,22
2236,3116001,23
2237,216000,6
2238,7007000,59
2239,843001,17
2240,909000,17
2241,419160,9
2242,121000,4
2243,2201951,24
2244,4295193,13
2245,565001,6
2246,870100,2
2247,2787000,25
2248,3900700,32
2249,639000,10
2250,4676473,26
2251,989000,17
2252,0,0
2253,453000,16
2254,211100,6
2255,703100,17
2256,20088474,20
2257,92000,6
2258,190000,12
2259,4556001,17
2260,332000,12
2261,508000,11
2262,10048002,28
2263,3433700,11
2264,301776100,24
2265,2085000,8
2266,3988626,60
2267,7150100,7
2268,32268000,19
2269,222001,8
2270,503800,9
2271,1382000,19
2272,1742001,12
2273,51002,4
2274,781000,6
2275,2472201,11
2276,420821,13
2277,6104001,14
2278,105968100,58
2279,186101,8
2280,235000,6
2281,4805000,31
2282,857000,12
2283,2000,2
2284,440472,7
2285,24410201,36
2286,55500,4
2287,105577003,44
2288,5904200,29
2289,667000,13
2290,2131000,7
2291,8174000,25
2292,311000,7
2293,782000,9
2294,1724000,14
2295,172000,6
2296,73000,6
2297,2027001,20
2298,2203002,21
2299,451000,10
2300,9539052,46
2301,385000,7
2302,147213015,97
2303,1095758,24
2304,203631601,38
2305,2472494,23
2306,206575501,48
2307,68865,2
2308,8079000,33
2309,2269102,25
2310,136000,9
2311,3215316,10
2312,70000,3
2313,1501501,25
2314,6694450,26
2315,3672698,31
2316,5783620,53
2317,2486000,15
2318,28000,2
2319,187500,6
2320,6035220,17
2321,3105368,33
2322,359000,6
2323,11160738,33
2324,276001,6
2325,4018976,28
2326,311000,6
2327,3127355,25
2328,250000,3
2329,1247802,19
2330,105147000,24
2331,747000,14
2332,113000,6
2333,16730012,19
2334,321700,4
2335,1535000,6
2336,4043500,15
2337,213000,7
2338,581000,6
2339,289464,7
2340,502000,11
2341,9732151,35
2342,227901,8
2343,561000,3
2344,1866101,31
2345,5869001,35
2346,66000,3
2347,72000,4
2348,1383000,10
2349,4605100,33
2350,548705,6
2351,192102,10
2352,1073000,19
2353,7553552,54
2354,9322002,34
2355,10760000,14
2356,1727000,12
2357,9082000,15
2358,101000,3
2359,2261000,16
2360,260001,6
2361,2088200,10
2362,2127720,15
2363,128300,9
2364,12471039,10
2365,5171000,12
2366,511000,20
2367,6434700,47
2368,2279001,23
2369,2808000,31
2370,14070000,16
2371,176400,5
2372,651000,4
2373,11249707,33
2374,245001,6
2375,8509205,52
2376,6682504,10
2377,16255000,30
2378,39731688,16
2379,5135768,34
2380,1505884,11
2381,86023126,24
2382,0,0
2383,1301000,10
2384,66782382,29
2385,286000,7
2386,1103500,26
2387,1561000,12
2388,63508120,16
2389,1287000,14
2390,6221700,30
2391,101654831,46
2392,1865000,8
2393,51100,3
2394,2723716,6
2395,61000,3
2396,312000,6
2397,275000,11
2398,232000,8
2399,1716000,31
2400,284400,5
2401,16100108,46
2402,177300,4
2403,4297100,51
2404,77000,4
2405,127000,6
2406,1151000,6
2407,0,0
2408,1508000,8
2409,10227502,10
2410,101835100,19
2411,2930500,10
2412,133000,8
2413,1310000,10
2414,2333000,15
2415,2900000,25
2416,2410000,12
2417,694000,18
2418,254000,8
2419,197000,8
2420,1928408,17
2421,44142440,48
2422,36010,5
2423,1008000,14
2424,112000,5
2425,1206292,20
2426,310900,7
2427,374622,13
2428,392013,17
2429,3846000,13
2430,121000,5
2431,921000,11
2432,337000,14
2433,106000,5
2434,4426000,16
2435,2902000,21
2436,210000,5
2437,1246000,5
2438,1215500,11
2439,4003000,10
2440,14279444,39
2441,967004,32
2442,1959800,6
2443,1450000,8
2444,1380290,8
2445,768001,16
2446,1899150,24
2447,302005,11
2448,611000,8
2449,1506000,14
2450,1950000,6
2451,414000,5
2452,682000,7
2453,5632000,19
2454,4404550,58
2455,596000,7
2456,272200,11
2457,412496,12
2458,5163001,10
2459,162000,6
2460,8703000,15
2461,766500,7
2462,9542588,25
2463,2663150,21
2464,1094000,32
2465,34998003,26
2466,1033854,12
2467,11780000,14
2468,836182,14
2469,7760000,28
2470,11000,2
2471,753000,5
2472,1375500,9
2473,1135490,14
2474,9562000,6
2475,224010,11
2476,161000,4
2477,28433255,81
2478,3072341,10
2479,100000,2
2480,361000,6
2481,3047000,15
2482,827001,11
2483,691000,15
2484,5580200,30
2485,5579325,38
2486,3987632,26
2487,911000,12
2488,2339901,24
2489,4572000,14
2490,8843000,11
2491,919000,15
2492,648000,9
2493,276100,6
2494,210001,11
2495,655452,9
2496,2582001,11
2497,1846556,24
2498,2480100,13
2499,6094151,52
2500,551000,4
2501,501000,2
2502,161000,4
2503,110853006,65
2504,987000,14
2505,21624397,44
2506,331500,8
2507,181000,7
2508,4824500,10
2509,1132000,13
2510,51000,2
2511,7776250,20
2512,113075425,127
2513,200000,3
2514,9051100,14
2515,153000,6
2516,67000,4
2517,195106600,76
2518,260000,6
2519,536030,9
2520,646000,15
2521,4089000,24
2522,313200,6
2523,746001,8
2524,418000,11
2525,3161000,30
2526,1650530,12
2527,720000,11
2528,215600,7
2529,1520000,6
2530,4398000,27
2531,1167000,22
2532,1029101,15
2533,2901000,13
2534,4611000,11
2535,29986700,106
2536,279000,9
2537,837180,21
2538,785000,16
2539,3496000,10
2540,441900,19
2541,879500,18
2542,1975000,23
2543,5285701,50
2544,152000,4
2545,1516000,21
2546,47968736,25
2547,225000,4
2548,1082000,9
2549,312000,7
2550,120000,3
2551,2521525,21
2552,150000,2
2553,3925001,31
2554,2636000,47
2555,143000,8
2556,1700300,9
2557,1176000,14
2558,4734025,23
2559,359100,14
2560,1567315,27
2561,747722,9
2562,1341000,12
2563,407010,6
2564,951000,3
2565,20875000,7
2566,61000,3
2567,286000,7
2568,265000,10
2569,92000,5
2570,1081001,17
2571,122277506,60
2572,13000,4
2573,173000,8
2574,2914000,17
2575,2045454,31
2576,73000,7
2577,257000,10
2578,1734001,16
2579,2061010,11
2580,452000,5
2581,4960000,21
2582,1337000,18
2583,6583000,11
2584,213000,7
2585,6138000,22
2586,6396000,19
2587,14236000,26
2588,921980,21
2589,3122590,21
2590,61000,3
2591,111000,4
2592,351000,7
2593,637100,9
2594,24537014,61
2595,2285000,17
2596,81000,4
2597,3830000,9
2598,1281000,8
2599,1157000,12
2600,60100,3
2601,1699100,14
2602,18440100,13
2603,11648000,36
2604,1795149,21
2605,51000,2
2606,3088484,16
2607,689000,14
2608,200000,7
2609,113822000,20
2610,947856,10
2611,666742,21
2612,1212000,9
2613,9712100,17
2614,8887001,39
2615,401000,6
2616,892000,15
2617,14247000,11
2618,5853577,38
2619,54000,5
2620,1394037,24
2621,13170000,6
2622,278572,9
2623,23614001,26
2624,3278103,27
2625,1527000,9
2626,30010110,22
2627,102000,4
2628,1868001,15
2629,428000,10
2630,61000,3
2631,2139000,23
2632,206300,11
2633,102000,4
2634,1333000,14
2635,400000,3
2636,1025980,27
2637,1032006,28
2638,160000,3
2639,434461,7
2640,11732002,49
2641,3520500,9
2642,5112000,7
2643,43859002,21
2644,372001,11
2645,3245000,21
2646,207540200,22
2647,216001,10
2648,3151200,26
2649,452000,4
2650,424499,4
2651,1281402,25
2652,113000,6
2653,2226200,26
2654,1401000,3
2655,835100,19
2656,2000,2
2657,14615286,79
2658,121100,6
2659,257800,10
2660,3194755,19
2661,2104421,22
2662,621493,11
2663,1049001,8
2664,4210000,5
2665,690001,9
2666,1130200,10
2667,554601,18
2668,321500,6
2669,2801000,5
2670,1051000,3
2671,946000,20
2672,2138000,24
2673,1251500,12
2674,645000,9
2675,716000,4
2676,316000,7
2677,6739672,24
2678,1561000,8
2679,186000,5
2680,31293002,21
2681,301000,4
2682,52000,3
2683,3459000,20
2684,2389100,34
2685,2046000,25
2686,136000,6
2687,7725001,18
2688,9212481,31
2689,4898899,10
2690,221000,11
2691,3078601,29
2692,739000,9
2693,1942090,36
2694,178000,7
2695,572400,24
2696,16000,2
2697,4842400,31
2698,8839000,38
2699,3706101,37
2700,100000,2
2701,399601,15
2702,4525592,15
2703,1221330,18
2704,2276000,13
2705,865001,27
2706,1601383,25
2707,171000,3
2708,798000,12
2709,3017524,26
2710,3950201,40
2711,573000,12
2712,61000,3
2713,65398277,24
2714,1816000,21
2715,301000,6
2716,15090001,32
2717,722000,22
2718,1230000,16
2719,2970001,8
2720,3095401,44
2721,629100,10
2722,60000,2
2723,1661000,8
2724,181000,5
2725,4440000,37
2726,2570200,21
2727,52000,3
2728,3107650,42
2729,0,0
2730,715900,14
2731,4224000,15
2732,81000,5
2733,741000,22
2734,620090,7
2735,267000,9
2736,291000,7
2737,4151150,24
2738,2085000,19
2739,4112001,31
2740,501200,10
2741,89000,2
2742,301735708,46
2743,741000,4
2744,2501464,8
2745,316000,11
2746,101000,3
2747,42889001,17
2748,361000,3
2749,1951001,17
2750,51000,2
2751,1804197,17
2752,12000,3
2753,259500,12
2754,3405624,31
2755,316690,10
2756,512000,6
2757,918056,14
2758,125000,3
2759,372000,13
2760,1452001,18
2761,253010,13
2762,622128,9
2763,4504801,19
2764,18314001,36
2765,114000,6
2766,1251000,11
2767,42000,1
2768,5181205,34
2769,287001,9
2770,778001,17
2771,110706062,62
2772,163500,5
2773,162000,5
2774,481000,7
2775,11711506,46
2776,601000,6
2777,12142001,23
2778,382000,7
2779,2969668,27
2780,3915300,31
2781,7883401,43
2782,9385000,8
2783,2618500,26
2784,0,0
2785,2260087,27
2786,211000,5
2787,3204751,10
2788,7431000,16
2789,6097600,18
2790,488500,14
2791,877000,6
2792,125000,3
2793,630000,4
2794,3566000,9
2795,1587820,13
2796,2382634,13
2797,1653635,43
2798,4167398,46
2799,76250,6
2800,1177000,8
2801,181000,6
2802,15076479,59
2803,1829101,36
2804,561000,9
2805,560000,6
2806,101016200,22
2807,61000,3
2808,2140000,12
2809,8684100,34
2810,1287000,15
2811,2830604,24
2812,178458062,27
2813,2144566,26
2814,335300,8
2815,1051000,3
2816,252000,5
2817,70000,3
2818,1092000,10
2819,521000,7
2820,2389201,26
2821,5113100,18
2822,7898000,36
2823,3125002,29
2824,590452,16
2825,5131150,17
2826,182100,8
2827,260000,5
2828,829200,9
2829,3066300,39
2830,1182000,19
2831,527000,11
2832,104618100,53
2833,17710313,49
2834,301000,8
2835,4144100,17
2836,1675500,15
2837,0,0
2838,1292300,30
2839,546000,13
2840,111000,4
2841,653000,6
2842,111490502,65
2843,4637100,20
2844,4222000,9
2845,227000,7
2846,380000,7
2847,221000,6
2848,835000,7
2849,5458100,14
2850,368000,13
2851,100973000,16
2852,435011,11
2853,3386003,15
2854,4253000,14
2855,16241101,26
2856,455000,11
2857,153848102,51
2858,4117000,6
2859,8671151,42
2860,4892800,27
2861,112000,5
2862,4136000,10
2863,581000,3
2864,686000,11
2865,61000,3
2866,2085002,21
2867,8222002,29
2868,2204538,7
2869,1376003,19
2870,92000,6
2871,1485980,44
2872,82000,5
2873,1118000,9
2874,2094031,32
2875,2047000,15
2876,102793700,35
2877,77600,4
2878,2807200,27
2879,1972001,10
2880,302990,6
2881,2136000,19
2882,600000,8
2883,435000,10
2884,691150,24
2885,752000,6
2886,361999,9
2887,1541101,22
2888,492000,14
2889,862000,12
2890,11389100,21
2891,17983000,23
2892,1230000,14
2893,12105000,14
2894,8652102,18
2895,1244001,18
2896,7207508,24
2897,404799,6
2898,482000,10
2899,186000,7
2900,2097100,32
2901,529000,16
2902,3632063,9
2903,3861100,40
2904,115500,6
2905,2226000,8
2906,1087800,19
2907,4975099,46
2908,3162000,6
2909,415000,12
2910,2185500,16
2911,473000,11
2912,520000,3
2913,1391010,12
2914,4661000,13
2915,3040000,4
2916,966300,16
2917,955000,16
2918,254000,9
2919,4537001,20
2920,2253700,26
2921,102520200,23
2922,6597812,40
2923,4710000,13
2924,8486403,51
2925,930400,20
2926,1968701,43
2927,3941103,23
2928,2745000,26
2929,9364300,30
2930,51000,2
2931,30200,1
2932,1045000,17
2933,1930000,13
2934,370000,6
2935,121638533,106
2936,10000,1
2937,18099002,41
2938,682002,6
2939,1352500,21
2940,1203068000,11
2941,272000,7
2942,107024000,36
2943,14079124,47
2944,692000,16
2945,3338887,33
2946,132150,7
2947,1722999,23
2948,987000,15
2949,454000,12
2950,2165000,5
2951,192000,5
2952,1006000,5
2953,15821800,16
2954,1231000,18
2955,1406000,16
2956,612610,8
2957,75000,2
2958,0,0
2959,70000,3
2960,881000,11
2961,5792001,20
2962,702500,9
2963,296000,13
2964,1135002,29
2965,550000,2
2966,1846191,11
2967,56000,2
2968,477000,11
2969,50990055,64
2970,10191252,36
2971,4022100,12
2972,2504000,26
2973,320000,6
2974,2067000,19
2975,82000,4
2976,8795000,11
2977,422000,10
2978,2633366,31
2979,3203382,22
2980,1691000,12
2981,4881744,43
2982,639000,13
2983,18477450,23
2984,261000,6
2985,3710052,34
2986,3162300,30
2987,1621150,11
2988,1393000,5
2989,696000,14
2990,161000,5
2991,108502402,25
2992,384000,12
2993,1028001,16
2994,1992900,10
2995,7475100,13
2996,3199000,27
2997,390400,12
2998,1948000,23
2999,1150000,14
3000,6665000,18
3001,17680626,26
3002,547000,16
